Packet,Consensus 2025-26 T1 PS Pack 10.pdf
Team A,ACEAMSDPP
Team B,Sarlacc
Final Score,ACEAMSDPP 280 - 420 Sarlacc
Winner,Sarlacc
Exported,2026-05-09T23:16:13.532Z

Team,Score
ACEAMSDPP,280
Sarlacc,420

Player,Team,Points
Ankit Aggarwal,ACEAMSDPP,210
Ankur Aggarwal,ACEAMSDPP,70
Benjamin McAvoy-Bickford,Sarlacc,170
Michał Gerasimiuk,Sarlacc,250
