Packet,Consensus 2025-26 T2 PS Pack 8.pdf
Team A,Varactyl
Team B,Wookiee
Final Score,Varactyl 110 - 480 Wookiee
Winner,Wookiee
Exported,2026-05-09T21:17:49.107Z

Team,Score
Varactyl,110
Wookiee,480

Player,Team,Points
Aditya Koushik,Varactyl,30
Shaphnah McKenzie,Varactyl,80
Danny Han,Wookiee,160
Denis Liu,Wookiee,80
Ethan Bosita,Wookiee,240
