Packet,Consensus 2025-26 T2 PS Pack 3.pdf
Team A,Oggdo Bogdo
Team B,ACEAMSDPP
Final Score,Oggdo Bogdo 500 - 240 ACEAMSDPP
Winner,Oggdo Bogdo
Exported,2026-05-09T17:47:48.718Z

Team,Score
Oggdo Bogdo,500
ACEAMSDPP,240

Player,Team,Points
Andrew Zeng,Oggdo Bogdo,350
Ryan Fang,Oggdo Bogdo,150
Ankit Aggarwal,ACEAMSDPP,150
Ankur Aggarwal,ACEAMSDPP,90
