Packet,Consensus 2025-26 T2 PS Pack 8.pdf
Team A,SF Individuals
Team B,Dust of Snow
Final Score,SF Individuals 260 - 360 Dust of Snow
Winner,Dust of Snow
Exported,2026-05-09T21:18:48.660Z

Team,Score
SF Individuals,260
Dust of Snow,360

Player,Team,Points
Arjun Panickssery,SF Individuals,170
Ryan Panwar,SF Individuals,90
Lorie Au Yeung,Dust of Snow,60
Huy Lai,Dust of Snow,60
Doug Robeson,Dust of Snow,240
