Packet,Consensus 2025-26 T2 PS Pack 9.pdf
Team A,Varactyl
Team B,Dust of Snow
Final Score,Varactyl 120 - 405 Dust of Snow
Winner,Dust of Snow
Exported,2026-05-09T21:46:01.003Z

Team,Score
Varactyl,120
Dust of Snow,405

Player,Team,Points
Aditya Koushik,Varactyl,90
Shaphnah McKenzie,Varactyl,30
Lorie Au Yeung,Dust of Snow,70
Huy Lai,Dust of Snow,50
Doug Robeson,Dust of Snow,285
