Packet,Consensus 2025-26 T2 PS Pack 2.pdf
Team A,Sarlacc
Team B,SF Individuals
Final Score,Sarlacc 395 - 160 SF Individuals
Winner,Sarlacc
Exported,2026-05-09T17:25:07.532Z

Team,Score
Sarlacc,395
SF Individuals,160

Player,Team,Points
Benjamin McAvoy-Bickford,Sarlacc,395
David Lingan,Sarlacc,0
Arjun Panickssery,SF Individuals,100
Adam Kalinich,SF Individuals,0
Ryan Panwar,SF Individuals,60
