Packet,Consensus 2025-26 T2 PS Pack 6.pdf
Team A,ACEAMSDPP
Team B,SF Individuals
Final Score,ACEAMSDPP 350 - 190 SF Individuals
Winner,ACEAMSDPP
Exported,2026-05-09T19:09:41.484Z

Team,Score
ACEAMSDPP,350
SF Individuals,190

Player,Team,Points
Ankit Aggarwal,ACEAMSDPP,290
Ankur Aggarwal,ACEAMSDPP,60
Arjun Panickssery,SF Individuals,140
Ryan Panwar,SF Individuals,50
