Packet,Consensus 2025-26 T2 PS Pack 7.pdf
Team A,Oggdo Bogdo
Team B,Sarlacc
Final Score,Oggdo Bogdo 340 - 315 Sarlacc
Winner,Oggdo Bogdo
Exported,2026-05-09T19:41:13.084Z

Team,Score
Oggdo Bogdo,340
Sarlacc,315

Player,Team,Points
Andrew Zeng,Oggdo Bogdo,200
Ryan Fang,Oggdo Bogdo,140
Benjamin McAvoy-Bickford,Sarlacc,315
